sent_id,tokens,dep_labels
ins_1322,"'ROOT', 'Özellikle', 'baş', ',', 'boyun', ',', 'eller', ',', 'ayaklar', 'gibi', 'büyük', 'ısı', 'kayıp', 'merkezlerinin', 'suyla', 'asgari', 'teması', 'olmasına', 'dikkat', 'edilmeli', 've', 'bere', ',', 'eldiven', ',', 'yün', 'giysiler', ',', 'tulum', ',', 'yağmurluk', ',', 'rüzgârlık', 'vb', '.'","42, 3, 5, 38, 17, 38, 17, 38, 17, 9, 5, 31, 31, 31, 30, 31, 34, 35, 39, 14, 10, 17, 38, 17, 38, 14, 17, 38, 17, 38, 17, 38, 17, 17, 38"
pop_93,"'ROOT', 'Bu', 'yüzden', 'fiyasko', 'demek', 'haksızlık', 'olur', '.'","42, 21, 35, 34, 19, 34, 39, 38"
pop_1923,"'ROOT', 'Kayıp', 'gitti', '...'","42, 2, 39, 38"
news_235,"'ROOT', 'Bu', 'seçimler', 'Kürt', 'sorununun', 'ekonomik', 'değil', ',', 'siyasal', 'bir', 'sorun', 'olduğunu', 'da', 'tescillemiş', 'oldu', '.'","42, 21, 32, 31, 32, 5, 7, 38, 17, 21, 34, 12, 4, 39, 15, 38"
pop_227,"'ROOT', '""', 'Harika', 'bir', 'oyuncu', '.'","42, 38, 5, 21, 39, 38"
pop_807,"'ROOT', 'İşte', 'ben', 'buna', 'iletişim', 'diyorum', '.'","42, 3, 32, 35, 34, 39, 38"
ess_1373,"'ROOT', 'Bağlar', ',', 'ağaç', 'kümeleri', 'geçerler', 'ara', 'ara', '.'","42, 32, 38, 31, 17, 39, 5, 16, 38"
news_1187,"'ROOT', '22', '.', 'Günümüz', 'Sanatçıları', 'İstanbul', 'Sergisi', 'açılıyor'","42, 35, 38, 5, 31, 31, 32, 39"
ins_1714,"'ROOT', 'Bunu', ',', 'bu', 'sabah', 'tesadüfen', 'bir', 'fişekten', 'duydum', '.""', 'Fakat', 'Çarkıfelek', 'başını', 'iki', 'yana', 'salladı', '.'","42, 34, 38, 21, 35, 3, 21, 35, 39, 38, 10, 31, 34, 33, 35, 17, 38"
pop_1351,"'ROOT', 'Bu', 'tür', 'incir', 'çekirdeğini', 'doldurmayan', 'tartışmalardan', ',', 'onlara', 'da', 'gına', 'gelmiştir', '.'","42, 21, 5, 31, 34, 1, 35, 38, 35, 4, 39, 14, 38"
bio_1587,"'ROOT', 'Doktorun', 'adı', ',', '""', 'Sinan', 'Şakrak', '""', 'idi', '.'","42, 31, 32, 38, 38, 39, 25, 38, 18, 38"
pop_775,"'ROOT', 'Malzemeler', ':'","42, 39, 38"
ess_274,"'ROOT', 'Çünkü', 'dul', 'bir', 'kadının', 'topluma', 'karşı', 'sorumlulukları', 'daha', 'fazla', 'oluyor', '.'","42, 29, 5, 21, 31, 5, 9, 32, 3, 3, 39, 38"
bio_15,"'ROOT', 'Kalan', 'insanların', 'çoğu', 'yurtdışına', 'gittiler', '.'","42, 5, 31, 32, 35, 39, 38"
news_165,"'ROOT', ""Marmara'ya"", 'doğru', 'gelen', 'deprem', 'konusunda', 'depremden', 'önce', 'yayınlarıyla', 'uyaran', 'arkadaşlarımızdan', 'birisi', 'ydi', '.'","42, 35, 9, 1, 31, 35, 35, 9, 35, 1, 31, 39, 18, 38"
news_931,"'ROOT', ""YP'nin"", 'Muş', 'Milletvekili', 'Muzaffer', ""Demir'i"", 'transferinin', 'ardından', 'Millet', 'Partisi', 'de', 'Hazine', 'yardımı', 'alabilmek', 'için', ""DYP'den"", 'istifa', 'eden', 'Afyon', 'Milletvekili', 'Baki', ""Durmaz'ı"", 'transfer', 'etti', '.'","42, 31, 31, 30, 34, 25, 31, 35, 31, 32, 4, 31, 34, 2, 9, 35, 1, 15, 31, 30, 34, 25, 39, 15, 38"
news_1636,"'ROOT', 'Araştırmada', 'yöneltilen', '""', 'Sosyal', 'güvenlik', 'sistemi', 'hakkında', 'bilginiz', 'var', 'mı', '?', '""', 'sorusuna', 'ise', ',', 'iş', 'değiştirmeyi', 'düşünenlerin', 'yüzde', ""58'i"", '""evet', '""', 'yanıtı', 'verirken', ',', 'iş', 'arayan', 'katılımcılarda', 'bu', 'oran', 'yüzde', ""54'te"", 'kaldı', '.'","42, 35, 1, 38, 5, 31, 14, 35, 32, 31, 8, 38, 38, 35, 18, 38, 34, 12, 31, 33, 32, 31, 38, 34, 2, 38, 34, 1, 35, 21, 32, 33, 35, 39, 38"
bio_837,"'ROOT', 'Aklı', 'hâlâ', 'kod', 'adını', 'nasıl', 'olup', 'da', 'öğrendiklerinde', 'ydi', '.'","42, 32, 3, 31, 34, 3, 2, 4, 39, 18, 38"
ess_638,"'ROOT', 'Bir', 'gün', 'mutlaka', ',', 'karanlıkların', ',', 'kişilik', 'satışlı', 'ilişkilerin', 'yargılandığı', 'aydınlık', 'mahkemelerde', 'hesap', 'vereceksiniz', '.'","42, 21, 35, 3, 38, 32, 38, 31, 5, 17, 1, 5, 35, 39, 14, 38"
ess_715,"'ROOT', 'Sonuçta', 'Endülüs', 'İbn', '-', 'i', 'Bacce', ',', 'İbn', '-', 'i', 'Arabi', ',', 'İbn', '-', 'i', 'Zahar', ',', 'İbn', '-', 'i', 'Rüşd', ',', 'İbn', '-', 'i', 'Hazm', 'gibi', 'dahiler', 'yetiştirdi', '.'","42, 3, 32, 5, 38, 25, 25, 38, 17, 38, 25, 25, 38, 17, 38, 25, 25, 38, 17, 38, 25, 25, 38, 17, 38, 25, 25, 9, 34, 39, 38"
news_397,"'ROOT', 'Onun', 'dışında', 'istifa', 'aklımın', 'ucundan', 'bile', 'geçmez""', 'dediği', 'vurgulandı', '.'","42, 31, 35, 32, 12, 14, 4, 14, 19, 39, 38"
pop_951,"'ROOT', 'Pastör', 'bu', 'aşıyı', 'kuduzlu', 'tavşan', 'omuriliklerinden', 'elde', 'etmiş', 've', '1884', 'yılında', 'ilk', 'olarak', 'köpekler', 'üzerinde', 'deneyerek', 'basan', 'elde', 'etmişti', '.'","42, 32, 21, 34, 5, 31, 35, 39, 15, 10, 33, 35, 2, 9, 31, 35, 2, 34, 17, 15, 38"
news_1247,"'ROOT', 'Güney', 'Koreli', 'aileler', 'kuzeyde', 'üç', 'gün', 'kalacaklar', '.'","42, 5, 25, 32, 35, 33, 35, 39, 38"
bio_780,"'ROOT', 'Bir', 'sigara', 'yaktım', '.'","42, 21, 34, 39, 38"
ins_731,"'ROOT', 'Adı', ',', ""Anadolu'da"", ',', 'Selçuklu', 'sınırlarından', 'taşmıştı', '.'","42, 32, 38, 35, 38, 31, 35, 39, 38"
bio_743,"'ROOT', 'Savaşa', ',', 'barışa', 'karar', 'verenler', 'onlardan', 'çok', 'uzaktaydılar', 'ama', ',', 'hayat', 'onlarındı', '.'","42, 30, 38, 17, 32, 14, 34, 3, 39, 10, 38, 32, 17, 38"
ess_514,"'ROOT', '""', 'Şubat', ""Paris'inin"", 'Alphonse', 'de', 'Neuville', ""Sokağı'na"", 'bakan', 'nemli', ',', 'bulanık', 've', 'kirli', 'havasını', 'doğrudan', 'solumak', 'için', 'sabırsızlanıyordu', '.'","42, 38, 31, 31, 31, 25, 25, 35, 1, 5, 38, 17, 10, 17, 34, 3, 2, 9, 39, 38"
bio_1094,"'ROOT', 'Aileme', 'kabul', 'ettiremezdim'","42, 35, 39, 15"
ins_1578,"'ROOT', 'Kızgınlığınızı', 'haklı', 'görebilirim', 'ama', 'beni', 'aşağılamayın', '.'","42, 34, 5, 39, 10, 34, 17, 38"
bio_373,"'ROOT', 'Daha', 'ilk', 'temasında', 'Dr', '.', ""İrdelp'in"", 'yüzünün', 'aldığı', 'biçimden', ',', 'bir', 'tatsızlık', 'olduğu', 'anlaşıldı', ':'","42, 3, 5, 35, 31, 38, 25, 32, 1, 35, 38, 21, 34, 19, 39, 38"
bio_1317,"'ROOT', 'Nedenini', 'bilemiyorum', '.'","42, 34, 39, 38"
ins_735,"'ROOT', 'Kırmızı', 'her', 'şeyden', 'önce'","42, 5, 21, 39, 9"
bio_1096,"'ROOT', 'Nerde', 'benim', 'Aksaraydaki', 'evim', '?', 'Hani', 'köşesinde', 'büfe', 'olan', ',', 'hani', 'bir', 'gece', 'üçer', 'üçer', '2', '4', 'tane', 'sosisli', 'aldığımız', 'büfe', '?', '..'","42, 39, 31, 5, 32, 38, 3, 35, 32, 1, 38, 3, 21, 35, 3, 14, 33, 25, 13, 34, 1, 17, 38, 38"
ess_1405,"'ROOT', 'Korkulan', ',', 'karşı', 'çıkılan', ',', 'hakaret', ',', 'tehdit', 'edilen', 'sadece', 've', 'sadece', 'bu', 'ulusal', 'direniş', '.'","42, 1, 38, 3, 17, 38, 32, 38, 39, 15, 3, 10, 17, 21, 5, 32, 38"
news_632,"'ROOT', '15', 'yaşında', 'yıldızlarda', 'Avrupa', 'şampiyonluğunu', 'yakaladım', '.'","42, 33, 35, 35, 31, 34, 39, 38"
pop_98,"'ROOT', 'Eğlenceyi', ',', 'iyi', 'giyinmeyi', ',', 'arkadaşlarının', 'evine', 'gitmeyi', 'severler', '.'","42, 34, 38, 5, 17, 38, 31, 35, 17, 39, 38"
ess_1163,"'ROOT', 'Gazetenin', 'sahibi', 'Mehmet', 'Ali', ""Yılmaz'a"", ',', '""', ""Davos'a"", 'beraber', 'gidelim', ',', '""', 'dedim', '.'","42, 31, 14, 32, 25, 25, 38, 38, 35, 3, 34, 38, 38, 39, 38"
ins_268,"'ROOT', '2', '.', 'Yaşadığınız', 'yerden', 'taşınsaydınız', 'neler', 'hissederdiniz', '?'","42, 35, 38, 1, 35, 2, 34, 39, 38"
ess_258,"'ROOT', 'Öyle', 'aşk', 've', 'şevk', 'içinde', 'tavaf', 'yapıyordum', 'ki', ',', 'âdeta', 'kendimden', 'geçmiştim', '.'","42, 5, 31, 10, 17, 35, 35, 2, 29, 38, 3, 39, 14, 38"
news_1488,"'ROOT', ""Çorum'da"", ',', 'bir', 'iş', 'merkezinde', 'doğal', 'gaz', 'dönüşüm', 'çalışmaları', 'sırasında', 'çıkan', 'yangının', 'ardından', 'oluşan', 'duman', 'sebebiyle', 'üst', 'katlarda', 'mahsur', 'kalan', 'çoğu', 'kadın', 'yaklaşık', '30', 'kişi', 'itfaiye', 'ekiplerince', 'kurtarıldı', '.'","42, 35, 38, 21, 31, 35, 5, 31, 31, 31, 35, 1, 31, 35, 1, 31, 35, 5, 35, 1, 14, 32, 37, 5, 33, 32, 35, 35, 39, 38"
ins_1065,"'ROOT', 'İki', 'obanın', 'yiğitleri', 'atlarına', 'biner', ',', 'silahlanırlar', '.'","42, 33, 31, 32, 35, 39, 38, 17, 38"
pop_660,"'ROOT', 'Budapeşte', 'Tren', 'istasyonu', 'yorgun', '.'","42, 31, 31, 32, 39, 38"
ess_925,"'ROOT', 'Parkın', 'az', 'ilerisi', 'deniz', 'kıyısıydı', '...'","42, 31, 5, 32, 30, 39, 38"
bio_1753,"'ROOT', 'Çeviriler', 'de', 'yapar', ',', 'boyuna', 'kitap', 'okuyup', 'öneriler', 'getirirdi', '.'","42, 34, 4, 39, 38, 3, 34, 2, 34, 17, 38"
pop_359,"'ROOT', '1', 'tatlı', 'kaşığı', 'tuz'","42, 33, 31, 5, 39"
news_585,"'ROOT', 'Bu', 'olumsuzluklara', 'rağmen', 'burada', 'çok', 'güçlüyüz', '.'","42, 21, 35, 9, 35, 3, 39, 38"
ess_792,"'ROOT', 'Nisan', 'nedeniyle', 'verdiği', 'halk', 'konserinde', ',', 'binlerce', 'gencin', 'oluşturduğu', 'o', '""', 'cıvıltı', 'kümesi', '""', 'nin', ',', '""', 'Ceylan', '""', 'şarkısını', 'söylercesine', 'büyük', 'bir', 'coşkuyla', '""', 'Türkiye', 'laik', 'tir', ',', 'laik', 'kalacak', '""', 'diye', 'gönül', 'sesi', 'vermesinin', 'hiç', 'mi', 'ağırlığı', 'olmadı', '?'","42, 31, 35, 1, 31, 35, 38, 33, 32, 1, 21, 38, 34, 31, 38, 9, 38, 38, 31, 38, 34, 2, 5, 21, 3, 38, 32, 2, 18, 38, 17, 14, 38, 9, 31, 31, 31, 3, 8, 34, 39, 38"
pop_669,"'ROOT', 'Falkenhayn', 'karargahını', 'önce', ""İstanbul'da"", 'kurdu', '.'","42, 32, 34, 3, 35, 39, 38"
news_920,"'ROOT', 'İmgesel', 'çağrışımlara', 'açık', '(', 'balık', ',', 'kuş', ',', 'yaprak', ',', 'doğa', 'kesiti', '...', ')', 'modüler', 'birimler', ',', 'renk', 'skalası', 've', 'oran', 'farklılığıyla', 'akıcı', 'hale', 'dönüşüp', 'izleyiciye', 'hareketin', 'yönünü', 've', 'duruş', 'noktasını', 'öneren', 'eklemli', 'parçalar', ',', 'çevresindeki', 'boşluğu', 'eşit', 'aralıklarla', 'tarayarak', 'kendisine', 'mekân', 'içerisinde', 'kalıcı', 'bir', 'yer', 'arayan', 'yuvarlatılmış', 'formlar', ',', 'onun', 'biçim', 'dilinin', 'teknik', 've', 'estetik', 'imkânlarını', 'oluşturuyor', '.'","42, 5, 35, 5, 38, 6, 38, 17, 38, 17, 38, 31, 17, 38, 38, 5, 32, 38, 5, 35, 10, 31, 17, 5, 35, 2, 35, 31, 34, 10, 31, 17, 1, 5, 17, 38, 5, 34, 5, 35, 2, 35, 31, 35, 5, 21, 34, 1, 17, 17, 38, 31, 31, 31, 5, 10, 17, 34, 39, 38"
pop_1021,"'ROOT', 'Tarihin', 'Doktor', 'Tarafından', 'İleri', 'Alınması'","42, 32, 31, 30, 39, 14"
news_1843,"'ROOT', 'Yayımlanan', 'bildiride', ',', 'geçen', 'mayıs', 'ayında', ""Halep'te"", 'Burhan', 'Ali', 've', 'Hacı', 'Afrani', 'adlı', 'parti', 'üyelerinin', 'PKK', 'saldırılarında', 'ağır', 'yaralandığı', ',', 'yine', ""Halep'te"", 'geçen', 'ay', 'Kamuran', 'Muhammed', 've', 'Kemal', 'Şahin', 'adlı', 'üyelerin', 'de', 'suikasta', 'kurban', 'gittiği', 'öne', 'sürüldü', '.'","42, 1, 35, 38, 5, 31, 35, 35, 35, 25, 10, 17, 25, 5, 31, 32, 31, 35, 5, 19, 38, 3, 35, 5, 35, 35, 25, 10, 17, 25, 5, 32, 4, 35, 17, 14, 39, 14, 38"
ess_389,"'ROOT', 'Fakat', ""2002'de"", ""Chavez'e"", 'nazar', 'değmiş', ',', ""ABD'nin"", 'kışkırttığı', 'subaylar', 'tarafından', 'darbeyle', 'indirilip', 'tutuklanmıştır', '.'","42, 10, 35, 34, 39, 14, 38, 32, 1, 32, 9, 30, 2, 17, 38"
pop_920,"'ROOT', 'Marketteki', 'bir', 'kadın', '(', 'sanırım', 'söylediği', 'kişi', 'eşiydi', ',', ""Türk'tü"", 've', 'adı', 'Zibin', ""'di"", '!', ')'","42, 5, 21, 39, 38, 3, 1, 32, 37, 38, 17, 10, 32, 17, 18, 38, 38"
pop_541,"'ROOT', 'Sokaklar', 'sa', ',', 'su', 'katılmamış', 'bir', 'Anadolu', 'kasabası', '...'","42, 32, 18, 38, 32, 1, 21, 31, 39, 38"
news_1842,"'ROOT', 'Cumhurbaşkanlığı', 'seçimine', 'ilişkin', 'ikinci', 'tur', 'oylama', 'bugün', 'yapılacak', '.'","42, 31, 35, 9, 33, 35, 32, 35, 39, 38"
ins_947,"'ROOT', 'Sel', 'sularında', 'neler', 'yok', 'tu', 'ki', '...'","42, 31, 35, 32, 39, 18, 4, 38"
ess_122,"'ROOT', 'Umutsuzluk', 'içinde', 'acı', 'çeken', 'bir', 'kadın', ',', 'önce', 'senin', 'sesinle', 'uyanıyor', 'sigara', 'dumanları', 'kemirirken', 'havayı', '.'","42, 31, 35, 34, 1, 21, 32, 38, 3, 31, 35, 39, 31, 32, 2, 34, 38"
bio_533,"'ROOT', 'Sağ', 'olsun', 'Fatoş', 'Abla', 've', ""Özlem'in"", 'kocakarı', 'ilaçları', 'imdadıma', 'yetişiyor', '.'","42, 5, 39, 32, 25, 10, 31, 5, 32, 34, 17, 38"
ins_565,"'ROOT', 'Temizlik', ',', 'toplum', 'içinde', 'başkalarıyla', 'daha', 'huzurlu', 've', 'güven', 'içerisinde', 'yaşamamızı', 'sağlar', '.'","42, 32, 38, 31, 35, 35, 3, 35, 10, 31, 17, 12, 39, 38"
pop_592,"'ROOT', '3', '-', '4', 'dal', 'maydanoz'","42, 33, 38, 25, 13, 39"
bio_1500,"'ROOT', 'Bütün', 'bunlar', 'yetmezmiş', 'gibi', 'bize', 'cesaret', 'vermek', 'isteyen', ""Meral'in"", 'zaman', 'zaman', 'duyulan', 'zoraki', 'tek', 'kahkahası', ',', 'on', 'beş', 'bin', 'kişinin', 'içinden', 'bize', 'uzaydan', 'gelen', 'bir', 'ses', 'kadar', 'garip', 'geliyor', 've', 'zaten', 'laçka', 'olmuş', 'sinirlerimizi', 'büsbütün', 'gevşeterek', 'oyunda', 'gereksiz', 'kahkahalar', 'atmamıza', 'neden', 'oluyordu', '.'","42, 5, 32, 2, 9, 35, 41, 14, 1, 31, 35, 16, 1, 5, 5, 32, 38, 33, 25, 25, 31, 35, 35, 35, 1, 21, 5, 9, 3, 39, 10, 3, 1, 1, 34, 3, 2, 35, 5, 34, 14, 17, 15, 38"
news_996,"'ROOT', 'Willett', 'Tip', '2', 'diyabetin', 'görülmediği', 'insanlarda', 'insülin', 'direncinin', 'ortaya', 'çıkabileceğine', 'dikkat', 'çekiyor', '.'","42, 32, 5, 35, 32, 1, 35, 31, 32, 35, 14, 39, 14, 38"
ess_1822,"'ROOT', 'Hayvanseverler', ',', 'size', 'sesleniyorum', '.'","42, 34, 38, 35, 39, 38"
bio_784,"'ROOT', 'İkinin', 'Biri', 'engelleri', 'aşarak', 'perdesini', 'açmış', 've', 'üçüncü', 'mevsimimizin', 'de', 'başarılı', 'geçeceğini', 'belli', 'etmişti', '.'","42, 31, 32, 34, 2, 34, 39, 10, 5, 32, 4, 3, 12, 17, 15, 38"
bio_349,"'ROOT', 'Sana', 'hadi', 'gel', ',', 'diyecek', 'değiller', 'ya', ',', 'elbette', 'böyle', 'yapacaklar', '.'","42, 35, 22, 12, 38, 39, 7, 22, 38, 3, 3, 17, 38"
bio_589,"'ROOT', 'Buna', 'isyan', 'eden', 'kız', 'çocukları', 'şırfıntılık', ';', 'erkek', 'çocukları', 'da', 'adam', 'olmamakla', 'suçlanır', 've', 'yerli', 'yersiz', 'evden', 'kovularak', 'aile', 'dayanışmasının', 'dışında', 'bırakılmakla', 'korkutulurlardı', '.'","42, 30, 30, 15, 34, 14, 30, 38, 17, 32, 4, 34, 30, 39, 10, 5, 5, 35, 17, 31, 31, 5, 30, 17, 38"
bio_179,"'ROOT', 'Yan', 'odadaki', 'biz', 'gazeteciler', ',', 'baş', 'konuktan', 'ya', 'iki', 'ya', 'da', 'en', 'fazla', 'üç', 'dakika', 'sonra', 'başladık', 'yemeğimize', '.'","42, 5, 5, 32, 6, 38, 5, 35, 11, 33, 11, 24, 3, 3, 17, 35, 9, 39, 35, 38"
pop_755,"'ROOT', ""Ortaköy'e"", 'ya', 'da', ""Tophane'ye"", 'gider', ',', 'sohbet', 'eder', 've', 'nargile', 'içerdik', '.'","42, 35, 10, 10, 17, 39, 38, 17, 15, 10, 34, 17, 38"
ins_881,"'ROOT', 'Zamanı', 'gelince', 'yünleri', 'kazana', 'doldurur', '.'","42, 34, 2, 34, 35, 39, 38"
bio_396,"'ROOT', 'Düşünün', 'köylerde', 'çocuklar', '""', 'Ahmet', 'Amca', 'geliyor', '""', 'diye', 'seviniyorlar', '.'","42, 39, 35, 32, 38, 32, 17, 12, 38, 9, 17, 38"
bio_1325,"'ROOT', 'İş', 'tehlikeli', 'bir', 'boyut', 'kazanıyordu', '.'","42, 32, 5, 21, 34, 39, 38"
bio_787,"'ROOT', 'Asansörün', 'kapısını', 'açtılar', 've', 'tam', 'o', 'sırada', 'asansörün', 'içinden', 'mi', ',', 'kıyısından', 'mı', ',', 'oralardan', 'bir', 'yerden', ',', 'başbakanın', 'ayaklarına', 'doğru', 'bir', 'sıçan', 'fırladı', '.'","42, 31, 34, 39, 10, 3, 21, 35, 31, 35, 8, 38, 17, 8, 38, 35, 21, 17, 38, 31, 35, 9, 21, 32, 17, 38"
bio_1802,"'ROOT', 'Aziz', ',', 'deli', 'gibi', 'çalışkan', ',', 'güçlü', 'kuvvetli', ',', 'pes', 'etmeyen', 'cinsten', '.'","42, 32, 38, 3, 9, 5, 38, 17, 17, 38, 17, 15, 39, 38"
ins_759,"'ROOT', 'Hem', 'bunu', 'yapmak', 'o', 'kadar', 'zor', 'değil', '.""', 'dedi', '.'","42, 11, 34, 32, 21, 3, 5, 12, 38, 39, 38"
ess_372,"'ROOT', ""1950'lerde"", ""İstanbul'da"", 'kimse', 'siz', 'bir', 'öğrenci', 'yim', '.'","42, 35, 35, 5, 9, 21, 39, 18, 38"
pop_1870,"'ROOT', 'İntihar', ',', 'başlı', 'başına', 'umutsuzluğu', 'ifade', 'ederken', ',', 'yanına', 'eklenen', '""saldırı""', 'sözcüğü', 'karabasana', 'dönüştürür', 'kavramı', '...'","42, 32, 38, 3, 16, 34, 2, 15, 38, 35, 1, 31, 32, 35, 39, 34, 38"
pop_1624,"'ROOT', '3', '-', '4', 'adet', 'ahududu'","42, 33, 38, 25, 13, 39"
pop_714,"'ROOT', 'Doktor', 'yoklayıp', 'baktı', ':'","42, 32, 2, 39, 38"
pop_652,"'ROOT', 'Onları', 'sularken', 'hep', 'konuşurum', '.'","42, 34, 2, 3, 39, 38"
bio_310,"'ROOT', 'Çocukluğumda', ',', 'bakalım', 'hangisi', 'daha', 'önce', 'ipten', 'düşecek', 'tedirginliği', 'içinde', 'izlerdim', 'bu', 'cambazlıkları', '.'","42, 35, 38, 22, 32, 3, 9, 35, 31, 31, 35, 39, 21, 32, 38"
ess_1320,"'ROOT', 'Bu', 'zeki', 've', 'dindar', 'işçimiz', ',', 'parmağını', 'dudağına', 'bastırarak', '""', 'sus', '!', '""', 'işareti', 'verdikten', 'sonra', 'bana', 'şöyle', 'karşılık', 'verdi', ':', 'Mutlulukla', 'aramızda', 'kendimiz', 'mi', 'duruyoruz', '?', 'Müzik', 'aletlerini', 'göz', 'önüne', 'alalım', '.'","42, 21, 5, 10, 17, 35, 38, 34, 35, 30, 38, 31, 38, 38, 34, 1, 9, 30, 3, 39, 14, 38, 35, 5, 34, 8, 17, 38, 31, 34, 17, 14, 14, 38"
news_569,"'ROOT', 'Güvenlik', 'Mahkemesi', 'tarafından', 'toplatıldığını', 'öğrendik', '.'","42, 31, 31, 35, 12, 39, 38"
bio_1779,"'ROOT', 'Akşam', 'Jan', 'Bey', 'uğradığında', 'bana', ',', '""', 'Doktorla', 'bayağı', 'İngilizce', 'konuştun', '""', 'dedi', '.'","42, 35, 32, 25, 2, 35, 38, 38, 30, 3, 34, 12, 38, 39, 38"
news_1669,"'ROOT', ""Hatay'ın"", 'İskenderun', 'ilçesinde', 'yaşayan', 'aile', ',', ""Gezmen'in"", 'çalıştığı', 'firmanın', ""Irak'ta"", 'iş', 'yapmayacağını', 'açıklamasının', 'ardından', 'umutlarının', 'arttığını', 'söyledi', '.'","42, 31, 31, 35, 1, 32, 38, 32, 1, 32, 35, 34, 12, 31, 35, 32, 12, 39, 38"
pop_1818,"'ROOT', 'Ben', 'Zeki', 'değil', ',', ""Ekrem'im"", '.""'","42, 32, 39, 7, 38, 17, 38"
bio_603,"'ROOT', 'Toprağın', 'akması', 'saatlerce', 'sürdü', '.'","42, 32, 19, 3, 39, 38"
ess_791,"'ROOT', '""', 'Ayna', '""', 'ad', 'lı', 'pop', 'grubunun', ',', '23'","42, 38, 30, 38, 5, 9, 31, 39, 38, 17"
ins_61,"'ROOT', 'Cumhuriyet', 'yerine', 'oturur', 'oturmaz', ',', 'yurdun', 'yetenekli', 'çocuklarını', ""Avrupa'ya"", 'sanat', 'eğitimine', 'göndermiştir', '.'","42, 32, 35, 2, 16, 38, 31, 5, 34, 35, 31, 17, 39, 38"
pop_143,"'ROOT', '1', 'çay', 'kaşığı', 'ketçap'","42, 33, 31, 5, 39"
pop_497,"'ROOT', 'Ertesi', 'sabah', 'hala', ',', 'geldiğim', 'yeri', 'bulmaya', 'çalışıyordu', ':'","42, 5, 35, 3, 38, 1, 34, 12, 39, 38"
ess_1363,"'ROOT', 'Oyunlar', 'yazdınız', '.'","42, 32, 39, 38"
bio_1721,"'ROOT', 'Demek', 'ki', 'Bilgin', 'ailesinin', 'tümüne', 'teşekkür', 'etmem', 'gerekiyor', '.'","42, 3, 14, 31, 31, 34, 19, 15, 39, 38"
bio_1101,"'ROOT', 'İleri', 'geri', 'ritmi', 'hareketler', 'yapıyor', '.'","42, 5, 14, 32, 34, 39, 38"
ess_348,"'ROOT', 'Dünyanın', 'birçok', 'ülkesinde', ',', 'bir', 'yandan', 'geleneksel', 'komünist', 'partilerin', 'yok', 'olması', ',', 'bir', 'yandan', 'sosyal', 'demokrat', 'partilerin', 'tümüyle', 'neoliberalizmi', 'benimsemiş', 'olmaları', 'sonucunda', 'ortaya', 'çıkan', 'boşluğu', 'doldurmayı', 'amaçlayan', 'partiler', 'yaratılıyor', '.'","42, 31, 21, 35, 38, 3, 14, 5, 5, 32, 31, 15, 38, 3, 14, 5, 5, 32, 3, 34, 34, 17, 35, 1, 14, 34, 34, 1, 32, 39, 38"
ess_1890,"'ROOT', 'Benimkinin', 'camı', 'kırıldı', '.'","42, 31, 32, 39, 38"
bio_443,"'ROOT', '""', 'Önemli', 've', 'gizli', '.'","42, 38, 39, 10, 17, 38"
pop_60,"'ROOT', '-', 'İyi', 'ya', ',', 'serinlikte', 'giderim', '!'","42, 38, 22, 14, 38, 35, 39, 38"
ins_964,"'ROOT', '10', '.', 'El', 'feneri'","42, 35, 38, 31, 39"
bio_128,"'ROOT', 'On', 'gündür', 'ev', 'sahibi', 'arıyor', '.'","42, 33, 3, 31, 32, 39, 38"
news_691,"'ROOT', 'Ayrıca', ',', 'çalışmaları', 'desteklemek', 'isteyenlerin', 'katkılarını', 'değerlendirmek', 'üzere', '""', ""Troya'yı"", 'Sevenler', 'Derneği""', 'gibi', 'bir', 'gönüllüler', 'kuruluşu', 'oluşturuldu', '.'","42, 3, 38, 34, 41, 31, 34, 2, 9, 38, 34, 31, 5, 9, 21, 31, 32, 39, 38"
bio_648,"'ROOT', 'Gitmem', 'gerektiğini', ',', 'ama', 'kalmak', 'istediğimi', 'biliyordu', '.'","42, 19, 12, 38, 10, 12, 17, 39, 38"
news_1839,"'ROOT', 'Rusya', ',', 'Azerbaycan', ',', 'Kazakistan', ',', 'Bulgaristan', ',', 'Makedonya', 've', ""Kırgızistan'da"", '6', 'ülkede', 'faaliyet', 'gösteren', 'Ramstore', 'zincirinin', '77', '.'","42, 35, 38, 17, 38, 17, 38, 17, 38, 17, 10, 17, 33, 35, 34, 1, 31, 32, 39, 38"
news_346,"'ROOT', 'Nüfus', 'cüzdanı', ',', 'pasaport', ',', 'ehliyet', 'gibi', 'değerli', 'kağıtlar', 'için', 'vatandaşın', 'cebinden', 'çıkan', 'parada', 'da', 'yeni', 'yılda', 'yüzde', '6.3', 'ile', '8.3', 'arasında', 'artış', 'olacak', '.'","42, 31, 5, 38, 17, 38, 17, 9, 5, 35, 9, 31, 35, 1, 35, 4, 5, 35, 33, 25, 9, 17, 35, 39, 15, 38"
bio_8,"'ROOT', 'Onların', 'da', 'şikâyetleri', 'vardı', ':'","42, 31, 4, 32, 39, 38"
pop_1455,"'ROOT', 'Telefonlar', 'vızır', 'vızır', 'çalışıyor', ',', 'akrabalar', ',', 'dost', 've', 'arkadaşlar', 'arasında', 'yılbaşı', 'kutlamaları', 'yapılıyor', ','","42, 32, 3, 16, 39, 38, 31, 38, 17, 10, 31, 35, 31, 32, 17, 38"
